id,sc2k_type,filename,image,animated,frames,type,subtype,name,description,randomize,density,zone,lot_size,rotate_0,rotate_1,rotate_2,rotate_3,flip_h,flip_alt_tile,slopes,polygon,lines
225,XBLD,1225.png,1225,Y,13,building,,control_tower,Control tower,,,airport,1x1,225,225,225,225,Y,N,,,
226,XBLD,1226.png,1226,Y,13,building,,control_tower_mil,Control tower,,,military,1x1,226,226,226,226,Y,N,,,
227,XBLD,1227.png,1227,N,0,building,,warehouse,Seaport warehouse,,,seaport,1x1,227,227,227,227,Y,N,,,
228,XBLD,1228.png,1228,N,0,building,,building_1,Airport building,,,airport,1x1,228,228,228,228,Y,N,,,
229,XBLD,1229.png,1229,N,0,building,,building_2,Airport building,,,airport,1x1,229,229,229,229,Y,N,,,
230,XBLD,1230.png,1230,N,0,building,,tarmac,Tarmac,,,airport,1x1,230,230,230,230,Y,N,,,
231,XBLD,1231.png,1231,N,0,building,,fighter_jet,F-15b,,,military,1x1,231,231,231,231,Y,N,,,
232,XBLD,1232.png,1232,N,0,building,,hangar,Hangar,,,military,1x1,232,232,232,232,Y,N,,,
233,XBLD,1233.png,1233,N,0,building,,subway_station,Subway station,,,,1x1,233,233,233,233,Y,N,,,
234,XBLD,1234.png,1234,Y,13,building,,radar,Radar,,,military,1x1,234,234,234,234,Y,N,,,
235,XBLD,1235.png,1235,N,0,building,water_utility,water_tower,Water tower,,,,2x2,235,235,235,235,Y,N,,,
236,XBLD,1236.png,1236,N,0,building,,bus_station,Bus station,,,,2x2,236,236,236,236,Y,N,,,
237,XBLD,1237.png,1237,N,0,building,,rail_depot,Rail station,,,,2x2,237,237,237,237,Y,N,,,
238,XBLD,1238.png,1238,N,0,building,,parking_lot,Parking lot,,,,2x2,238,238,238,238,Y,N,,,
239,XBLD,1239.png,1239,N,0,building,,storage_lot,Parking lot,,,military,2x2,239,239,239,239,Y,N,,,
240,XBLD,1240.png,1240,N,0,building,,loading_bay,Loading bay,,,,2x2,240,240,240,240,Y,N,,,
241,XBLD,1241.png,1241,N,0,building,,top_secret,Top secret,,,,2x2,241,241,241,241,Y,N,,,
242,XBLD,1242.png,1242,N,0,building,,cargo_yard,Cargo yard,,,,2x2,242,242,242,242,Y,N,,,
243,XBLD,1243.png,1243,N,0,building,,mayors_house,Mayor's house,,,,2x2,243,243,243,243,Y,N,,,
244,XBLD,1244.png,1244,N,0,building,water_utility,water_treatment_plant,Water treatment plant,,,,2x2,244,244,244,244,Y,N,,,
245,XBLD,1245.png,1245,N,0,building,education,library,Library,,,,2x2,245,245,245,245,Y,N,,,
246,XBLD,1246.png,1246,N,0,building,,hangar,Hangar,,,airport,2x2,246,246,246,246,Y,N,,,
247,XBLD,1247.png,1247,N,0,building,,church,Church,,,,2x2,247,247,247,247,Y,N,,,
248,XBLD,1248.png,1248,N,0,building,,marina,Marina,,,,3x3,248,248,248,248,Y,N,,,
249,XBLD,1249.png,1249,N,0,building,,missile_silo,Missile silo,,,military,3x3,249,249,249,249,Y,N,,,
250,XBLD,1250.png,1250,Y,24,building,water_utility,desalination_plant,Desalination plant,,,,3x3,250,250,250,250,Y,N,,,
251,XBLD,1251.png,1251,Y,24,building,arcology,arco_plymouth,Plymouth arcology,,,,4x4,251,251,251,251,Y,N,,,
252,XBLD,1252.png,1252,Y,24,building,arcology,arco_forest,Forest arcology,,,,4x4,252,252,252,252,Y,N,,,
253,XBLD,1253.png,1253,Y,24,building,arcology,arco_darco,Darco arcology,,,,4x4,253,253,253,253,Y,N,,,
254,XBLD,1254.png,1254,Y,24,building,arcology,archo_launch,Launch arcology,,,,4x4,254,254,254,254,Y,N,,,
255,XBLD,1255.png,1255,Y,24,building,,braun_llama_dome,Braun Llama-dome,,,,4x4,255,255,255,255,Y,N,,,
256,XTER,1256.png,1256,N,0,terrain,,land,,,,,1x1,256,256,256,256,N,N,"[0,0,0,0]","[{ x: 0, y: 0 }, { x: 32, y: 16 }, { x: 0, y: 32 }, { x: -32, y: 16 }, { x: 0, y: 0 }]",
257,XTER,1257.png,1257,N,0,terrain,,land,,,,,1x1,257,258,259,260,N,N,"[1,0,0,1]","[{ x: 0, y: 0 },{ x: 32, y: 16+24 },{ x: 0, y: 32+24 },{ x: -32, y: 16 },{ x: 0, y: 0 }]",
258,XTER,1258.png,1258,N,0,terrain,,land,,,,,1x1,258,259,260,257,N,N,"[1,1,0,0]","[{ x: 0, y: 0 },{ x: 32, y: 16 },{ x: 0, y: 32+24 },{ x: -32, y: 16+24 },{ x: 0, y: 0 }]",
259,XTER,1259.png,1259,N,0,terrain,,land,,,,,1x1,259,260,257,258,N,N,"[0,1,1,0]","[{ x: 0, y: 0+24 },{ x: 32, y: 16 },{ x: 0, y: 32 },{ x: -32, y: 16+24 },{ x: 0, y: 0+24 }]",
260,XTER,1260.png,1260,N,0,terrain,,land,,,,,1x1,260,257,258,259,N,N,"[0,0,1,1]","[{ x: 0, y: 0+24 },{ x: 32, y: 16+24 },{ x: 0, y: 32 },{ x: -32, y: 16 },{ x: 0, y: 0+24 }]",
261,XTER,1261.png,1261,N,0,terrain,,land,,,,,1x1,261,262,263,264,N,N,"[1,1,0,1]","[{ x: 0, y: 0 },{ x: 32, y: 16 },{ x: 0, y: 32+24 },{ x: -32, y: 16 },{ x: 0, y: 0 }]","[{ x1: -32, y1: 16, x2: 32, y2: 16 }]"
262,XTER,1262.png,1262,N,0,terrain,,land,,,,,1x1,262,263,264,261,N,N,"[1,1,1,0]","[{ x: 0, y: 0 },{ x: 32, y: 16 },{ x: 0, y: 32 },{ x: -32, y: 16+24 },{ x: 0, y: 0 }]","[{ x1: 0, y1: 0, x2: 0, y2: 32 }]"
263,XTER,1263.png,1263,N,0,terrain,,land,,,,,1x1,263,264,261,262,N,N,"[0,1,1,1]","[{ x: 0, y: 16 }, { x: 32, y: 16 }, { x: 0, y: 32 }, { x: -32, y: 16 }, { x: 0, y: 16 }]","[{ x1: -32, y1: 16, x2: 32, y2: 16 }]"
264,XTER,1264.png,1264,N,0,terrain,,land,,,,,1x1,264,261,262,263,N,N,"[1,0,1,1]","[{ x: 0, y: 0 },{ x: 32, y: 16+24 },{ x: 0, y: 32 },{ x: -32, y: 16 },{ x: 0, y: 0 }]","[{ x1: 0, y1: 0, x2: 0, y2: 32 }]"
265,XTER,1265.png,1265,N,0,terrain,,land,,,,,1x1,265,266,267,268,N,N,"[1,0,0,0]","[{ x: 0, y: 0 },{ x: 32, y: 16+24 },{ x: 0, y: 32+24 },{ x: -32, y: 16+24 },{ x: 0, y: 0 }]","[{ x1: -32, y1: 16+24, x2: 32, y2: 16+24 }]"
266,XTER,1266.png,1266,N,0,terrain,,land,,,,,1x1,266,267,268,265,N,N,"[0,1,0,0]","[{ x: 0, y: 0+24 },{ x: 32, y: 16 },{ x: 0, y: 32+24 },{ x: -32, y: 16+24 },{ x: 0, y: 0+24 }]","[{ x1: 0, y1: 0+24, x2: 0, y2: 32+24 }]"
267,XTER,1267.png,1267,N,0,terrain,,land,,,,,1x1,267,268,265,266,N,N,"[0,0,1,0]","[{ x: 0, y: 0+24 },{ x: 32, y: 16+24 },{ x: 0, y: 32 },{ x: -32, y: 16+24 },{ x: 0, y: 0+24 }]",
268,XTER,1268.png,1268,N,0,terrain,,land,,,,,1x1,268,265,266,267,N,N,"[0,0,0,1]","[{ x: 0, y: 0+24 },{ x: 32, y: 16+24 },{ x: 0, y: 32+24 },{ x: -32, y: 16 },{ x: 0, y: 0+24 }]","[{ x1: 0, y1: 0+24, x2: 0, y2: 32+24 }]"
269,XTER,1269.png,1269,N,0,terrain,,rock,,,,,1x1,269,269,269,269,N,N,"[1,1,1,1]","[{ x: 0, y: 0 }, { x: 32, y: 16 }, { x: 0, y: 32 }, { x: -32, y: 16 }, { x: 0, y: 0 }]",
270,XTER,1270.png,1270,Y,24,terrain,,water_tile_1,,,,,1x1,270,270,270,270,N,N,"[0,0,0,0]",,
271,XTER,1271.png,1271,Y,24,terrain,,water_tile_2,,,,,1x1,271,272,273,274,N,N,"[0,0,0,0]",,
272,XTER,1272.png,1272,Y,24,terrain,,water_tile_3,,,,,1x1,272,273,274,271,N,N,"[0,0,0,0]",,
273,XTER,1273.png,1273,Y,24,terrain,,water_tile_4,,,,,1x1,273,274,271,272,N,N,"[0,0,0,0]",,
274,XTER,1274.png,1274,Y,24,terrain,,water_tile_5,,,,,1x1,274,271,272,273,N,N,"[0,0,0,0]",,
275,XTER,1275.png,1275,Y,24,terrain,,water_tile_6,,,,,1x1,275,276,277,278,N,N,"[0,0,0,0]",,
276,XTER,1276.png,1276,Y,24,terrain,,water_tile_7,,,,,1x1,276,277,278,275,N,N,"[0,0,0,0]",,
277,XTER,1277.png,1277,Y,24,terrain,,water_tile_8,,,,,1x1,277,278,275,276,N,N,"[0,0,0,0]",,
278,XTER,1278.png,1278,Y,24,terrain,,water_tile_9,,,,,1x1,278,275,276,277,N,N,"[0,0,0,0]",,
279,XTER,1279.png,1279,Y,24,terrain,,water_tile_10,,,,,1x1,279,280,281,282,N,N,"[0,0,0,0]",,
280,XTER,1280.png,1280,Y,24,terrain,,water_tile_11,,,,,1x1,280,281,282,279,N,N,"[0,0,0,0]",,
281,XTER,1281.png,1281,Y,24,terrain,,water_tile_12,,,,,1x1,281,282,279,280,N,N,"[0,0,0,0]",,
282,XTER,1282.png,1282,Y,24,terrain,,water_tile_13,,,,,1x1,282,279,280,281,N,N,"[0,0,0,0]",,
283,XTER,1283.png,1283,Y,24,terrain,,water_tile_14,,,,,1x1,283,283,283,283,N,N,"[0,0,0,0]",,
284,XTER,1284.png,1284,Y,24,terrain,,waterfall,,,,,1x1,284,284,284,284,N,N,"[1,1,1,1]",,
285,XTER,1285.png,1285,Y,24,terrain,,water_tile_15,,,,,1x1,286,285,286,285,N,N,"[0,0,0,0]",,
286,XTER,1286.png,1286,Y,24,terrain,,water_tile_16,,,,,1x1,285,286,285,286,N,N,"[0,0,0,0]",,
287,XTER,1287.png,1287,Y,24,terrain,,water_tile_17,,,,,1x1,287,288,289,290,N,N,"[0,0,0,0]",,
288,XTER,1288.png,1288,Y,24,terrain,,water_tile_18,,,,,1x1,288,289,290,287,N,N,"[0,0,0,0]",,
289,XTER,1289.png,1289,Y,24,terrain,,water_tile_19,,,,,1x1,289,290,287,288,N,N,"[0,0,0,0]",,
290,XTER,1290.png,1290,Y,24,terrain,,water_tile_20,,,,,1x1,290,287,288,289,N,N,"[0,0,0,0]",,
291,XZON,1291.png,1291,N,0,zone,,zone_1,Low Density Residential,,low,residential,1x1,291,291,291,291,N,N,,,
292,XZON,1292.png,1292,N,0,zone,,zone_2,High Density Residential,,high,residential,1x1,292,292,292,292,N,N,,,
293,XZON,1293.png,1293,N,0,zone,,zone_3,Low Density Commercial,,low,commercial,1x1,293,293,293,293,N,N,,,
294,XZON,1294.png,1294,N,0,zone,,zone_4,High Density Commercial,,high,commercial,1x1,294,294,294,294,N,N,,,
295,XZON,1295.png,1295,N,0,zone,,zone_5,Low Density Industrial,,low,industrial,1x1,295,295,295,295,N,N,,,
296,XZON,1296.png,1296,N,0,zone,,zone_6,High Density Industrial,,high,industrial,1x1,296,296,296,296,N,N,,,
297,XZON,1297.png,1297,N,0,zone,,zone_7,Military,,,military,1x1,297,297,297,297,N,N,,,
298,XZON,1298.png,1298,N,0,zone,,zone_8,Airport,,,airport,1x1,298,298,298,298,N,N,,,
299,XZON,1299.png,1299,N,0,zone,,zone_9,Seaport,,,seaport,1x1,299,299,299,299,N,N,,,
300,,1300.png,1300,N,0,other,,green_tile,,,,,1x1,300,300,300,300,N,N,,,
301,,1301.png,1301,N,0,other,,blue_tile,,,,,1x1,301,301,301,301,N,N,,,
302,,1302.png,1302,N,0,other,,yellow_tile,,,,,1x1,302,302,302,302,N,N,,,
303,,1303.png,1303,N,0,other,,red_tile,,,,,1x1,303,303,303,303,N,N,,,
304,,1304.png,1304,N,0,other,,grey_tile,,,,,1x1,304,304,304,304,N,N,,,
305,XUND,1305.png,1305,N,0,underground,,underground_land_1,,,,,1x1,305,305,305,305,N,N,"[0,0,0,0]",,
306,XUND,1306.png,1306,N,0,underground,,underground_land_2,,,,,1x1,306,306,306,306,N,N,"[1,0,0,1]",,
307,XUND,1307.png,1307,N,0,underground,,underground_land_3,,,,,1x1,307,307,307,307,N,N,"[1,1,0,0]",,
308,XUND,1308.png,1308,N,0,underground,,underground_land_4,,,,,1x1,308,308,308,308,N,N,"[0,1,1,0]",,
309,XUND,1309.png,1309,N,0,underground,,underground_land_5,,,,,1x1,309,309,309,309,N,N,"[0,0,1,1]",,
310,XUND,1310.png,1310,N,0,underground,,underground_land_6,,,,,1x1,310,310,310,310,N,N,"[1,1,0,1]",,
311,XUND,1311.png,1311,N,0,underground,,underground_land_7,,,,,1x1,311,311,311,311,N,N,"[1,1,1,0]",,
312,XUND,1312.png,1312,N,0,underground,,underground_land_8,,,,,1x1,312,312,312,312,N,N,"[0,1,1,1]",,
313,XUND,1313.png,1313,N,0,underground,,underground_land_9,,,,,1x1,313,313,313,313,N,N,"[1,0,1,1]",,
314,XUND,1314.png,1314,N,0,underground,,underground_land_10,,,,,1x1,314,314,314,314,N,N,"[1,0,0,0]",,
315,XUND,1315.png,1315,N,0,underground,,underground_land_11,,,,,1x1,315,315,315,315,N,N,"[0,1,0,0]",,
316,XUND,1316.png,1316,N,0,underground,,underground_land_12,,,,,1x1,316,316,316,316,N,N,"[0,0,1,0]",,
317,XUND,1317.png,1317,N,0,underground,,underground_land_13,,,,,1x1,317,317,317,317,N,N,"[0,0,0,1]",,
318,XUND,1318.png,1318,N,0,underground,,underground_land_14,,,,,1x1,318,318,318,318,N,N,"[1,1,1,1]",,
319,XUND,1319.png,1319,N,0,underground,,subway_track_1,,,,,1x1,319,319,319,319,N,N,,,
320,XUND,1320.png,1320,N,0,underground,,subway_track_2,,,,,1x1,320,320,320,320,N,N,,,
321,XUND,1321.png,1321,N,0,underground,,subway_track_3,,,,,1x1,321,321,321,321,N,N,,,
322,XUND,1322.png,1322,N,0,underground,,subway_track_4,,,,,1x1,322,322,322,322,N,N,,,
323,XUND,1323.png,1323,N,0,underground,,subway_track_5,,,,,1x1,323,323,323,323,N,N,,,
324,XUND,1324.png,1324,N,0,underground,,subway_track_6,,,,,1x1,324,324,324,324,N,N,,,
325,XUND,1325.png,1325,N,0,underground,,subway_track_7,,,,,1x1,325,325,325,325,N,N,,,
326,XUND,1326.png,1326,N,0,underground,,subway_track_8,,,,,1x1,326,326,326,326,N,N,,,
327,XUND,1327.png,1327,N,0,underground,,subway_track_9,,,,,1x1,327,327,327,327,N,N,,,
328,XUND,1328.png,1328,N,0,underground,,subway_track_10,,,,,1x1,328,328,328,328,N,N,,,
329,XUND,1329.png,1329,N,0,underground,,subway_track_11,,,,,1x1,329,329,329,329,N,N,,,
330,XUND,1330.png,1330,N,0,underground,,subway_track_12,,,,,1x1,330,330,330,330,N,N,,,
331,XUND,1331.png,1331,N,0,underground,,subway_track_13,,,,,1x1,331,331,331,331,N,N,,,
332,XUND,1332.png,1332,N,0,underground,,subway_track_14,,,,,1x1,332,332,332,332,N,N,,,
333,XUND,1333.png,1333,N,0,underground,,subway_track_15,,,,,1x1,333,333,333,333,N,N,,,
334,XUND,1334.png,1334,N,0,underground,,water_pipe_1,,,,,1x1,334,334,334,334,N,N,,,
335,XUND,1335.png,1335,N,0,underground,,water_pipe_2,,,,,1x1,335,335,335,335,N,N,,,
336,XUND,1336.png,1336,N,0,underground,,water_pipe_3,,,,,1x1,336,336,336,336,N,N,,,
337,XUND,1337.png,1337,N,0,underground,,water_pipe_4,,,,,1x1,337,337,337,337,N,N,,,
338,XUND,1338.png,1338,N,0,underground,,water_pipe_5,,,,,1x1,338,338,338,338,N,N,,,
339,XUND,1339.png,1339,N,0,underground,,water_pipe_6,,,,,1x1,339,339,339,339,N,N,,,
340,XUND,1340.png,1340,N,0,underground,,water_pipe_7,,,,,1x1,340,340,340,340,N,N,,,
341,XUND,1341.png,1341,N,0,underground,,water_pipe_8,,,,,1x1,341,341,341,341,N,N,,,
342,XUND,1342.png,1342,N,0,underground,,water_pipe_9,,,,,1x1,342,342,342,342,N,N,,,
343,XUND,1343.png,1343,N,0,underground,,water_pipe_10,,,,,1x1,343,343,343,343,N,N,,,
344,XUND,1344.png,1344,N,0,underground,,water_pipe_11,,,,,1x1,344,344,344,344,N,N,,,
345,XUND,1345.png,1345,N,0,underground,,water_pipe_12,,,,,1x1,345,345,345,345,N,N,,,
346,XUND,1346.png,1346,N,0,underground,,water_pipe_13,,,,,1x1,346,346,346,346,N,N,,,
347,XUND,1347.png,1347,N,0,underground,,water_pipe_14,,,,,1x1,347,347,347,347,N,N,,,
348,XUND,1348.png,1348,N,0,underground,,water_pipe_15,,,,,1x1,348,348,348,348,N,N,,,
349,XUND,1349.png,1349,N,0,underground,,subway_water_pipe_1,,,,,1x1,349,349,349,349,N,N,,,
350,XUND,1350.png,1350,N,0,underground,,subway_water_pipe_2,,,,,1x1,350,350,350,350,N,N,,,
351,,1351.png,1351,N,0,underground,,building_pipes,,,,,1x1,351,351,351,351,N,N,,,
352,XUND,1352.png,1352,N,0,underground,,grey_box_1,,,,,1x1,352,352,352,352,N,N,,,
353,,1353.png,1353,N,0,underground,,grey_box_2,,,,,1x1,353,353,353,353,N,N,,,
354,,1354.png,1354,N,0,other,,green_outline,,,,,1x1,354,354,354,354,N,N,,,
355,,1355.png,1355,N,0,other,,blue_outline,,,,,1x1,355,355,355,355,N,N,,,
356,,1356.png,1356,N,0,other,,brown_outline,,,,,1x1,356,356,356,356,N,N,,,
357,,1357.png,1357,N,0,other,,red_outline,,,,,1x1,357,357,357,357,N,N,,,
358,,1358.png,1358,N,0,other,,grey_outline,,,,,1x1,358,358,358,358,N,N,,,
359,,1359.png,1359,N,0,other,,airplane_1,,,,,2x2,359,359,359,359,N,N,,,
360,,1360.png,1360,N,0,other,,airplane_2,,,,,2x2,360,360,360,360,N,N,,,
361,,1361.png,1361,N,0,other,,airplane_3,,,,,2x2,361,361,361,361,N,N,,,
362,,1362.png,1362,N,0,other,,airplane_4,,,,,2x2,362,362,362,362,N,N,,,
363,,1363.png,1363,N,0,other,,airplane_5,,,,,2x2,363,363,363,363,N,N,,,
364,,1364.png,1364,Y,24,other,,sim_copter_1,,,,,1x1,364,364,364,364,N,N,,,
365,,1365.png,1365,Y,24,other,,sim_copter_2,,,,,1x1,365,365,365,365,N,N,,,
366,,1366.png,1366,Y,24,other,,sim_copter_3,,,,,1x1,366,366,366,366,N,N,,,
367,,1367.png,1367,Y,24,other,,sim_copter_4,,,,,1x1,367,367,367,367,N,N,,,
368,,1368.png,1368,Y,24,other,,sim_copter_5,,,,,1x1,368,368,368,368,N,N,,,
369,,1369.png,1369,N,0,other,,cargo_ship_1,,,,,2x2,369,369,369,369,N,N,,,
370,,1370.png,1370,N,0,other,,cargo_ship_2,,,,,2x2,370,370,370,370,N,N,,,
371,,1371.png,1371,N,0,other,,cargo_ship_3,,,,,2x2,371,371,371,371,N,N,,,
372,,1372.png,1372,N,0,other,,cargo_ship_4,,,,,2x2,372,372,372,372,N,N,,,
373,,1373.png,1373,N,0,other,,cargo_ship_5,,,,,2x2,373,373,373,373,N,N,,,
374,,1374.png,1374,N,0,other,,train_1,,,,,1x1,374,374,374,374,N,N,,,
375,,1375.png,1375,N,0,other,,train_2,,,,,1x1,375,375,375,375,N,N,,,
376,,1376.png,1376,N,0,other,,train_3,,,,,1x1,376,376,376,376,N,N,,,
377,,1377.png,1377,N,0,other,,train_4,,,,,1x1,377,377,377,377,N,N,,,
378,,1378.png,1378,N,0,other,,train_5,,,,,1x1,378,378,378,378,N,N,,,
379,,1379.png,1379,N,0,other,,nessie,,,,,1x1,379,379,379,379,N,N,,,
380,,1380.png,1380,N,0,other,,sail_boat_1,,,,,1x1,380,380,380,380,N,N,,,
381,,1381.png,1381,N,0,other,,sail_boat_2,,,,,1x1,381,381,381,381,N,N,,,
382,,1382.png,1382,Y,13,other,,police_sign,,,,,1x1,382,382,382,382,N,N,,,
383,,1383.png,1383,Y,13,other,,fire_dept_sign,,,,,1x1,383,383,383,383,N,N,,,
384,,1384.png,1384,Y,13,other,,military_sign,,,,,1x1,384,384,384,384,N,N,,,
385,,1385.png,1385,Y,24,other,,space_ray,,,,,1x1,385,385,385,385,N,N,,,
386,,1386.png,1386,Y,18,other,,power_outage_lightning,,,,,1x1,386,386,386,386,N,N,,,
387,,1387.png,1387,N,0,other,,explosion_1,,,,,2x2,387,387,387,387,N,N,,,
388,,1388.png,1388,N,0,other,,explosion_2,,,,,2x2,388,388,388,388,N,N,,,
389,,1389.png,1389,N,0,other,,explosion_3,,,,,2x2,389,389,389,389,N,N,,,
390,,1390.png,1390,N,0,other,,bulldozer_1,,,,,1x1,390,390,390,390,N,N,,,
391,,1391.png,1391,Y,18,other,,bulldozer_2,,,,,1x1,391,391,391,391,N,N,,,
392,,1392.png,1392,N,0,other,,dust_cloud_1,,,,,1x1,392,392,392,392,N,N,,,
393,,1393.png,1393,N,0,other,,dust_cloud_2,,,,,1x1,393,393,393,393,N,N,,,
394,,1394.png,1394,N,0,other,,dust_cloud_3,,,,,1x1,394,394,394,394,N,N,,,
395,,1395.png,1395,N,0,other,,dust_cloud_4,,,,,1x1,395,395,395,395,N,N,,,
396,,1396.png,1396,Y,24,other,,fire_1,,,,,1x1,396,396,396,396,N,N,,,
397,,1397.png,1397,Y,24,other,,fire_2,,,,,1x1,397,397,397,397,N,N,,,
398,,1398.png,1398,Y,24,other,,fire_3,,,,,1x1,398,398,398,398,N,N,,,
399,,1399.png,1399,Y,24,other,,fire_4,,,,,1x1,399,399,399,399,N,N,,,
400,,1400.png,1400,Y,24,other,,traffic_1,,,,,1x1,400,400,400,400,N,N,,,
401,,1401.png,1401,Y,24,other,,traffic_2,,,,,1x1,401,401,401,401,N,N,,,
402,,1402.png,1402,Y,24,other,,traffic_3,,,,,1x1,402,402,402,402,N,N,,,
403,,1403.png,1403,Y,24,other,,traffic_4,,,,,1x1,403,403,403,403,N,N,,,
404,,1404.png,1404,Y,24,other,,traffic_5,,,,,1x1,404,404,404,404,N,N,,,
405,,1405.png,1405,Y,24,other,,traffic_6,,,,,1x1,405,405,405,405,N,N,,,
406,,1406.png,1406,Y,24,other,,traffic_7,,,,,1x1,406,406,406,406,N,N,,,
407,,1407.png,1407,Y,24,other,,traffic_8,,,,,1x1,407,407,407,407,N,N,,,
408,,1408.png,1408,Y,24,other,,traffic_9,,,,,1x1,408,408,408,408,N,N,,,
409,,1409.png,1409,Y,24,other,,traffic_10,,,,,1x1,409,409,409,409,N,N,,,
410,,1410.png,1410,Y,24,other,,traffic_11,,,,,1x1,410,410,410,410,N,N,,,
411,,1411.png,1411,Y,24,other,,traffic_12,,,,,1x1,411,411,411,411,N,N,,,
412,,1412.png,1412,Y,24,other,,traffic_13,,,,,1x1,412,412,412,412,N,N,,,
413,,1413.png,1413,Y,24,other,,traffic_14,,,,,1x1,413,413,413,413,N,N,,,
414,,1414.png,1414,Y,24,other,,traffic_15,,,,,1x1,414,414,414,414,N,N,,,
415,,1415.png,1415,Y,24,other,,traffic_16,,,,,1x1,415,415,415,415,N,N,,,
416,,1416.png,1416,Y,24,other,,traffic_17,,,,,1x1,416,416,416,416,N,N,,,
417,,1417.png,1417,Y,24,other,,traffic_18,,,,,1x1,417,417,417,417,N,N,,,
418,,1418.png,1418,Y,24,other,,traffic_19,,,,,2x2,418,418,418,418,N,N,,,
419,,1419.png,1419,Y,24,other,,traffic_20,,,,,2x2,419,419,419,419,N,N,,,
420,,1420.png,1420,Y,24,other,,traffic_21,,,,,2x2,420,420,420,420,N,N,,,
421,,1421.png,1421,Y,24,other,,traffic_22,,,,,2x2,421,421,421,421,N,N,,,
422,,1422.png,1422,Y,24,other,,traffic_23,,,,,2x2,422,422,422,422,N,N,,,
423,,1423.png,1423,Y,24,other,,traffic_24,,,,,2x2,423,423,423,423,N,N,,,
424,,1424.png,1424,Y,24,other,,traffic_25,,,,,2x2,424,424,424,424,N,N,,,
425,,1425.png,1425,Y,24,other,,traffic_26,,,,,2x2,425,425,425,425,N,N,,,
426,,1426.png,1426,Y,24,other,,traffic_27,,,,,2x2,426,426,426,426,N,N,,,
427,,1427.png,1427,Y,24,other,,traffic_28,,,,,1x1,427,427,427,427,N,N,,,
428,,1428.png,1428,Y,24,other,,traffic_29,,,,,1x1,428,428,428,428,N,N,,,
429,,1429.png,1429,Y,24,other,,traffic_30,,,,,1x1,429,429,429,429,N,N,,,
430,,1430.png,1430,Y,24,other,,traffic_31,,,,,1x1,430,430,430,430,N,N,,,
431,,1431.png,1431,Y,24,other,,traffic_32,,,,,1x1,431,431,431,431,N,N,,,
432,,1432.png,1432,Y,24,other,,traffic_33,,,,,1x1,432,432,432,432,N,N,,,
433,,1433.png,1433,Y,24,other,,traffic_34,,,,,1x1,433,433,433,433,N,N,,,
434,,1434.png,1434,Y,24,other,,traffic_35,,,,,1x1,434,434,434,434,N,N,,,
435,,1435.png,1435,Y,24,other,,traffic_36,,,,,1x1,435,435,435,435,N,N,,,
436,,1436.png,1436,Y,24,other,,traffic_37,,,,,1x1,436,436,436,436,N,N,,,
437,,1437.png,1437,Y,24,other,,traffic_38,,,,,1x1,437,437,437,437,N,N,,,
438,,1438.png,1438,Y,24,other,,traffic_39,,,,,1x1,438,438,438,438,N,N,,,
439,,1439.png,1439,Y,24,other,,traffic_40,,,,,1x1,439,439,439,439,N,N,,,
440,,1440.png,1440,Y,24,other,,traffic_41,,,,,1x1,440,440,440,440,N,N,,,
441,,1441.png,1441,Y,24,other,,traffic_42,,,,,2x2,441,441,441,441,N,N,,,
442,,1442.png,1442,Y,24,other,,traffic_43,,,,,2x2,442,442,442,442,N,N,,,
443,,1443.png,1443,Y,24,other,,traffic_44,,,,,2x2,443,443,443,443,N,N,,,
444,,1444.png,1444,Y,24,other,,traffic_45,,,,,2x2,444,444,444,444,N,N,,,
445,,1445.png,1445,Y,24,other,,traffic_46,,,,,2x2,445,445,445,445,N,N,,,
446,,1446.png,1446,Y,24,other,,traffic_47,,,,,2x2,446,446,446,446,N,N,,,
447,,1447.png,1447,Y,24,other,,traffic_48,,,,,2x2,447,447,447,447,N,N,,,
448,,1448.png,1448,Y,24,other,,traffic_49,,,,,2x2,448,448,448,448,N,N,,,
449,,1449.png,1449,Y,24,other,,traffic_50,,,,,2x2,449,449,449,449,N,N,,,
450,,1450.png,1450,Y,24,other,,water_pipes_on_1,,,,,1x1,450,450,450,450,N,N,,,
451,,1451.png,1451,Y,24,other,,water_pipes_on_2,,,,,1x1,451,451,451,451,N,N,,,
452,,1452.png,1452,Y,24,other,,water_pipes_on_3,,,,,1x1,452,452,452,452,N,N,,,
453,,1453.png,1453,Y,24,other,,water_pipes_on_4,,,,,1x1,453,453,453,453,N,N,,,
454,,1454.png,1454,Y,24,other,,water_pipes_on_5,,,,,1x1,454,454,454,454,N,N,,,
455,,1455.png,1455,Y,24,other,,water_pipes_on_6,,,,,1x1,455,455,455,455,N,N,,,
456,,1456.png,1456,Y,24,other,,water_pipes_on_7,,,,,1x1,456,456,456,456,N,N,,,
457,,1457.png,1457,Y,24,other,,water_pipes_on_8,,,,,1x1,457,457,457,457,N,N,,,
458,,1458.png,1458,Y,24,other,,water_pipes_on_9,,,,,1x1,458,458,458,458,N,N,,,
459,,1459.png,1459,Y,24,other,,water_pipes_on_10,,,,,1x1,459,459,459,459,N,N,,,
460,,1460.png,1460,Y,24,other,,water_pipes_on_11,,,,,1x1,460,460,460,460,N,N,,,
461,,1461.png,1461,Y,24,other,,water_pipes_on_12,,,,,1x1,461,461,461,461,N,N,,,
